0.001221	0.000032	1.816864	0.046949
0.001221	0.000093	1.817169	0.138429
0.000916	0.000143	1.816101	0.225161
0.000916	0.000183	1.815948	0.307379
0.000916	0.000221	1.818085	0.385399
0.000916	0.000257	1.819305	0.459474
0.000916	0.000291	1.815033	0.529641
0.000916	0.000323	1.817017	0.596123
0.000916	0.000354	1.816406	0.659205
0.000610	0.000375	1.817932	0.719050
0.000916	0.000395	1.815948	0.775791
0.000610	0.000414	1.816864	0.829571
0.000305	0.000416	1.818390	0.880635
0.000305	0.000411	1.816559	0.929053
0.000610	0.000413	1.816406	0.974916
0.000305	0.000415	1.817169	1.018425
0.000000	0.000402	1.817932	1.059725
0.000305	0.000389	1.817017	1.098887
0.000000	0.000377	1.816406	1.135985
0.000000	0.000357	1.817474	1.171178
0.000000	0.000339	1.817017	1.204567
-0.000305	0.000313	1.817322	1.236227
-0.000305	0.000281	1.816559	1.266240
-0.000610	0.000243	1.817474	1.294704
-0.000610	0.000199	1.817780	1.321730
-0.000916	0.000149	1.814880	1.347291
-0.001221	0.000086	1.817169	1.371516
-0.000916	0.000027	1.818390	1.394580
-0.001221	-0.000030	1.816559	1.416436
-0.001831	-0.000107	1.817017	1.437126
-0.001831	-0.000196	1.816101	1.456736
-0.001831	-0.000281	1.817474	1.475344
-0.002136	-0.000369	1.817932	1.493038
-0.002441	-0.000468	1.819305	1.509864
-0.002441	-0.000570	1.815033	1.525746
-0.002747	-0.000675	1.814423	1.540681
-0.002747	-0.000782	1.817474	1.554907
-0.002747	-0.000883	1.817017	1.568465
-0.003052	-0.000987	1.818542	1.581350
-0.003662	-0.001110	1.816711	1.593561
-0.003967	-0.001250	1.817322	1.605110
-0.003967	-0.001390	1.817932	1.616093
-0.004272	-0.001531	1.816864	1.626497
-0.004578	-0.001681	1.817017	1.636339
-0.004578	-0.001830	1.818542	1.645716
-0.004578	-0.001972	1.816864	1.654605
-0.005188	-0.002123	1.817932	1.663018
-0.005188	-0.002281	1.817627	1.671016
-0.005493	-0.002439	1.818390	1.678613
-0.005798	-0.002605	1.817322	1.685809
-0.006104	-0.002778	1.817169	1.692602
-0.006104	-0.002950	1.817169	1.699040
-0.006409	-0.003121	1.816254	1.705121
-0.006714	-0.003299	1.817169	1.710889
-0.007019	-0.003483	1.817780	1.716397
-0.007019	-0.003666	1.818237	1.721648
-0.007324	-0.003847	1.816711	1.726601
-0.007935	-0.004042	1.817169	1.731270
-0.008240	-0.004251	1.815643	1.735670
-0.008240	-0.004458	1.817169	1.739842
-0.008545	-0.004661	1.817780	1.743854
-0.008850	-0.004869	1.816559	1.747643
-0.009155	-0.005083	1.817474	1.751229
-0.009155	-0.005294	1.818085	1.754668
-0.009766	-0.005509	1.817474	1.757930
-0.010071	-0.005737	1.819153	1.761051
-0.010376	-0.005969	1.818237	1.764030
-0.010681	-0.006204	1.818237	1.766831
-0.010681	-0.006436	1.817017	1.769456
-0.010986	-0.006663	1.817627	1.771930
-0.010986	-0.006886	1.816406	1.774260
-0.011597	-0.007114	1.816559	1.776442
-0.011597	-0.007346	1.815796	1.778496
-0.012207	-0.007581	1.819611	1.780522
-0.012207	-0.007820	1.816254	1.782456
-0.012512	-0.008055	1.818237	1.784254
-0.012817	-0.008293	1.815033	1.785927
-0.012817	-0.008527	1.816864	1.787479
-0.013428	-0.008764	1.817474	1.789013
-0.013733	-0.009013	1.816864	1.790468
-0.014038	-0.009265	1.817169	1.791840
-0.014038	-0.009512	1.817017	1.793145
-0.014648	-0.009762	1.817322	1.794387
-0.014648	-0.010014	1.817322	1.795572
-0.015259	-0.010269	1.817932	1.796712
-0.015259	-0.010527	1.817932	1.797809
-0.015259	-0.010772	1.816406	1.798809
-0.015869	-0.011019	1.814423	1.799668
-0.016174	-0.011278	1.816101	1.800473
-0.016479	-0.011539	1.818085	1.801332
-0.016479	-0.011794	1.817322	1.802178
-0.016785	-0.012044	1.816864	1.802949
-0.017090	-0.012297	1.816864	1.803668
-0.017090	-0.012545	1.818085	1.804382
-0.017700	-0.012795	1.819153	1.805118
-0.018005	-0.013057	1.816559	1.805776
-0.017700	-0.013305	1.818542	1.806385
-0.018311	-0.013548	1.817169	1.806977
-0.018616	-0.013802	1.817474	1.807512
-0.018921	-0.014058	1.816406	1.807999
-0.018921	-0.014310	1.819000	1.808501
-0.019531	-0.014564	1.816864	1.808988
-0.019531	-0.014820	1.815033	1.809348
-0.019531	-0.015064	1.819458	1.809756
-0.020447	-0.015318	1.819153	1.810250
-0.020447	-0.015584	1.816559	1.810643
-0.020752	-0.015843	1.818085	1.810988
-0.021057	-0.016104	1.816101	1.811303
-0.021362	-0.016368	1.817780	1.811595
-0.021362	-0.016626	1.817627	1.811910
-0.021667	-0.016879	1.816711	1.812182
-0.021973	-0.017134	1.816711	1.812416
-0.021973	-0.017384	1.816559	1.812634
-0.022278	-0.017629	1.816711	1.812841
-0.022278	-0.017870	1.817474	1.813061
-0.022888	-0.018113	1.818085	1.813305
-0.023193	-0.018368	1.817169	1.813528
-0.023193	-0.018617	1.818542	1.813752
-0.023499	-0.018862	1.815643	1.813924
-0.023804	-0.019109	1.816864	1.814045
-0.023804	-0.019352	1.818085	1.814222
-0.024109	-0.019590	1.816864	1.814390
-0.024414	-0.019831	1.817780	1.814542
-0.024719	-0.020076	1.817932	1.814713
-0.024719	-0.020316	1.817932	1.814879
-0.025024	-0.020551	1.817932	1.815037
-0.025330	-0.020790	1.815948	1.815135
-0.025330	-0.021025	1.817627	1.815221
-0.025635	-0.021255	1.817017	1.815329
-0.025940	-0.021490	1.817627	1.815432
-0.026245	-0.021727	1.816559	1.815518
-0.026245	-0.021961	1.817932	1.815607
-0.026855	-0.022198	1.817932	1.815728
-0.026855	-0.022439	1.815948	1.815790
-0.026550	-0.022659	1.817780	1.815846
