0.001221	0.000032	1.823120	0.047111
0.001221	0.000093	1.821899	0.138866
0.001221	0.000151	1.822205	0.225855
0.000916	0.000199	1.821899	0.308349
0.000916	0.000236	1.821442	0.386560
0.000916	0.000271	1.823120	0.460760
0.001221	0.000312	1.822968	0.531164
0.001221	0.000359	1.822052	0.597903
0.000916	0.000396	1.821442	0.661153
0.000916	0.000423	1.823120	0.721162
0.000916	0.000448	1.823578	0.778124
0.000916	0.000472	1.821442	0.832100
0.000916	0.000495	1.822052	0.883246
0.000916	0.000517	1.822052	0.931765
0.000916	0.000537	1.821594	0.977764
0.000610	0.000549	1.821289	1.021367
0.000610	0.000552	1.823273	1.062759
0.000916	0.000563	1.823883	1.102079
0.000610	0.000573	1.822968	1.139359
0.000916	0.000583	1.823578	1.174705
0.000610	0.000593	1.822815	1.208220
0.000610	0.000593	1.821136	1.239940
0.000610	0.000594	1.821442	1.269985
0.000305	0.000587	1.820526	1.298461
0.000305	0.000573	1.821289	1.325462
0.000305	0.000559	1.822205	1.351111
0.000000	0.000538	1.821442	1.375438
0.000305	0.000518	1.821136	1.398480
0.000000	0.000499	1.821136	1.420323
0.000000	0.000473	1.820679	1.441026
-0.000305	0.000441	1.821747	1.460675
0.000305	0.000418	1.822815	1.479363
0.000000	0.000404	1.821747	1.497085
0.000000	0.000384	1.820831	1.513841
0.000000	0.000364	1.821899	1.529734
-0.000305	0.000337	1.821289	1.544818
-0.000305	0.000304	1.824799	1.559197
-0.000610	0.000264	1.823425	1.572888
-0.000305	0.000227	1.822968	1.585824
-0.000610	0.000192	1.820679	1.598021
-0.000916	0.000142	1.823120	1.609591
-0.000610	0.000096	1.822510	1.620611
-0.000916	0.000051	1.820068	1.630982
-0.000916	0.000001	1.822357	1.640814
-0.000916	-0.000046	1.822205	1.650192
-0.001221	-0.000099	1.821899	1.659074
-0.001221	-0.000157	1.819611	1.667430
-0.001221	-0.000212	1.821899	1.675354
-0.001526	-0.000272	1.821289	1.682912
-0.001221	-0.000329	1.822205	1.690087
-0.001526	-0.000383	1.822662	1.696927
-0.001221	-0.000434	1.822052	1.703410
-0.001526	-0.000483	1.822357	1.709549
-0.001526	-0.000536	1.821747	1.715363
-0.001526	-0.000588	1.821594	1.720857
-0.002136	-0.000652	1.822968	1.726099
-0.001831	-0.000721	1.823425	1.731117
-0.002136	-0.000786	1.822662	1.735868
-0.002136	-0.000856	1.820526	1.740299
-0.002441	-0.000930	1.824799	1.744555
-0.002136	-0.001000	1.822510	1.748643
-0.002441	-0.001067	1.820831	1.752417
-0.002747	-0.001146	1.822357	1.755993
-0.002441	-0.001220	1.822357	1.759422
-0.002441	-0.001284	1.821899	1.762663
-0.002747	-0.001351	1.822052	1.765728
-0.002441	-0.001415	1.819305	1.768568
-0.002747	-0.001476	1.822052	1.771261
-0.002747	-0.001542	1.823273	1.773918
-0.002747	-0.001604	1.820831	1.776406
-0.003052	-0.001671	1.821747	1.778725
-0.003052	-0.001743	1.822510	1.780968
-0.003357	-0.001818	1.822510	1.783115
-0.003357	-0.001898	1.821899	1.785135
-0.003357	-0.001973	1.822510	1.787051
-0.003357	-0.002045	1.821442	1.788856
-0.003662	-0.002120	1.822510	1.790568
-0.003357	-0.002192	1.822357	1.792215
-0.003662	-0.002260	1.823578	1.793804
-0.003662	-0.002333	1.822510	1.795315
-0.003967	-0.002409	1.821747	1.796701
-0.003967	-0.002490	1.823425	1.798039
-0.003967	-0.002566	1.823273	1.799347
-0.003967	-0.002639	1.820068	1.800501
-0.004272	-0.002715	1.822052	1.801563
-0.004272	-0.002796	1.823273	1.802654
-0.004272	-0.002872	1.821289	1.803668
-0.004272	-0.002944	1.821594	1.804586
-0.004578	-0.003021	1.822968	1.805501
-0.004272	-0.003093	1.823120	1.806408
-0.004272	-0.003154	1.822815	1.807263
-0.004883	-0.003228	1.820831	1.808016
-0.004578	-0.003306	1.822815	1.808729
-0.004883	-0.003379	1.821594	1.809426
-0.004883	-0.003457	1.821289	1.810047
-0.004883	-0.003531	1.820984	1.810620
-0.004883	-0.003600	1.821442	1.811167
-0.005188	-0.003675	1.823120	1.811742
-0.005188	-0.003753	1.820831	1.812271
-0.005188	-0.003827	1.822052	1.812745
-0.005493	-0.003905	1.822205	1.813230
-0.005188	-0.003979	1.822357	1.813697
-0.005493	-0.004050	1.822205	1.814141
-0.005493	-0.004124	1.822662	1.814570
-0.005493	-0.004195	1.821747	1.814964
-0.005798	-0.004270	1.823883	1.815370
-0.005493	-0.004341	1.822052	1.815763
-0.005493	-0.004401	1.823273	1.816119
-0.005798	-0.004465	1.822510	1.816469
-0.005798	-0.004534	1.821442	1.816754
-0.006104	-0.004607	1.822510	1.817024
-0.005798	-0.004677	1.820679	1.817260
-0.005798	-0.004735	1.822510	1.817484
-0.006104	-0.004797	1.822052	1.817732
-0.006409	-0.004873	1.822052	1.817955
-0.006409	-0.004952	1.820068	1.818116
-0.006409	-0.005027	1.821899	1.818264
-0.006409	-0.005099	1.820526	1.818416
-0.006714	-0.005174	1.823578	1.818604
-0.006409	-0.005246	1.821289	1.818802
-0.006409	-0.005306	1.821899	1.818946
-0.006714	-0.005371	1.821899	1.819099
-0.006714	-0.005440	1.820831	1.819216
-0.006714	-0.005506	1.822357	1.819339
-0.007019	-0.005577	1.821289	1.819467
-0.006714	-0.005643	1.821747	1.819573
-0.007019	-0.005706	1.823730	1.819737
-0.007019	-0.005774	1.823425	1.819935
-0.007019	-0.005839	1.821747	1.820072
-0.007019	-0.005900	1.821594	1.820155
-0.007324	-0.005965	1.821899	1.820237
-0.007019	-0.006028	1.822968	1.820351
-0.007324	-0.006087	1.821289	1.820443
-0.007324	-0.006151	1.822968	1.820530
-0.007019	-0.006204	1.822662	1.820648
